list,sale
453725.0,482665.31094927667
456200.0,452754.1920288255
457450.0,450797.6214436771
458700.0,470962.28439657704
460600.0,455143.70120414614
462875.0,460287.17061096104
465600.0,466745.9705614448
467850.0,480899.9436340311
468225.0,482839.85541424283
468475.0,463368.3887549806
469000.0,488683.31922163244
469000.0,469320.8204362468
469225.0,468281.3381759895
470450.0,467648.2751412905
471513.0,495053.58390977886
470513.0,480807.5093137535
469288.0,492871.5101527686
468038.0,472195.5348881587
467225.0,462825.24511527125
469725.0,480059.4698491537
472225.0,473889.7561274563
473500.0,475986.9659540583
475000.0,474811.53548665356
475000.0,492378.41259131505
476225.0,483296.08458969515
477475.0,487070.06348404096
478725.0,476918.5525812476
482225.0,479255.07482127886
486875.0,486274.4093407117
491625.0,485610.7698195087
496375.0,505815.0866516355
499125.0,498547.0436282245
499500.0,519134.40129449416
499750.0,497651.85234642465
500000.0,490764.4905206642
500500.0,509617.7359695996
504250.0,530910.2882427897
507363.0,531732.320136598
509838.0,517914.36903061334
514288.0,528256.7987207923
515538.0,510003.5469523964
518675.0,516777.67595434573
522450.0,519556.3767953854
523750.0,516741.4457880772
525000.0,519569.95553837105
525000.0,521148.69854302204
525000.0,601169.915869717
526000.0,518037.4909681919
527225.0,556604.9143947226
528225.0,516444.8255057723
529475.0,551412.2662061618
530850.0,531680.5032242944
533125.0,542031.5178180044
535850.0,532186.7254327661
538350.0,532622.7553851716
539700.0,530230.0122516353
539950.0,534003.9831991885
539975.0,542149.0058593566
541200.0,541105.8325659748
542450.0,540172.5809010867
543700.0,546256.2378598112
545172.0,545410.4512615293
543947.0,542086.4080743399
543972.0,547840.6353711141
542697.0,548056.855496201
540725.0,600047.5819014476
540649.0,540497.1679440718
539274.0,537399.8089519308
539049.0,548220.5704349679
538299.0,527377.4286385041
538125.0,532367.2393587481
538249.0,528999.9916984924
539749.0,551663.9009944907
542736.0,542897.3347419701
545461.0,547092.9907933177
547950.0,560506.9519425745
551200.0,561620.9961814019
556963.0,574563.2169933784
563213.0,557898.73399644
569475.0,613072.8597940268
576225.0,577163.2460157915
579975.0,572338.1527138449
583725.0,575201.5349264296
588725.0,582729.9774290031
589975.0,583492.2879239426
592975.0,576969.4259311596
595250.0,589232.3920774646
596250.0,635879.0526572136
598250.0,594910.6636749419
598750.0,617169.5289434216
597750.0,593791.1535081654
597409.0,588713.9696496624
596659.0,596939.938778299
595659.0,602736.8318626815
594409.0,584840.0120467535
592222.0,597727.4044903287
589097.0,578215.7781445034
585322.0,577396.1521708581
582797.0,586396.7375744508
580575.0,571185.1984549509
579700.0,573272.9990674972
578475.0,575412.8565962343
577250.0,587565.0446799269
576000.0,597888.8661844791
575000.0,596516.2328297064
575000.0,567430.3847613204
573750.0,563625.3764042004
572500.0,563410.3023227397
571200.0,573037.67391308
569450.0,591319.6463437389
568200.0,555523.3937759501
565700.0,570417.8477963
564075.0,553758.6295242799
563075.0,560974.9499066287
561825.0,552086.3521980054
561575.0,570131.4969445948
560500.0,563168.6159063505
558250.0,563260.2863441078
556975.0,557455.2831884429
556224.0,583127.1666447636
553974.0,564857.25736787
552724.0,545010.75275688
552749.0,578155.7934439579
552500.0,540471.8144349668
554750.0,580637.8004200117
555125.0,550031.7650680802
553875.0,556462.1161016683
552625.0,582608.8930207099
679500.0,664299.6586291646
682250.0,701280.2961297802
687250.0,690913.1371861906
692185.0,743417.2795804512
695185.0,720754.060497673
697435.0,692486.1127287177
698435.0,689036.2483482079
698250.0,737076.3376847503
698750.0,699079.0086487198
701500.0,734239.2871445413
701725.0,711842.0978446624
702225.0,734474.3899534502
708475.0,730715.8803269824
708475.0,726117.0690706796
708475.0,699659.2026962475
708463.0,697421.9737767586
704825.0,707737.4054754708
706075.0,703008.1896327137
712350.0,708509.6758816676
714862.0,712371.5419046944
713750.0,736916.908513012
710000.0,708997.5837370006
704750.0,712723.6900506483
702000.0,703752.2432848738
698225.0,694562.1684735895
693200.0,701140.339376975
685950.0,681322.4367822217
684950.0,684684.2460120533
684725.0,710515.8236175255
686000.0,727200.4982240645
687250.0,693769.3768798286
683250.0,736539.6208748594
680750.0,740910.8315466025
678750.0,724889.6863688871
677625.0,715323.4842978345
676625.0,698028.5740817977
674188.0,727151.4931841426
672188.0,677979.7371486487
670788.0,662085.3482497507
669288.0,674359.9041440366
668225.0,675994.0203697429
665975.0,669106.1210386017
663250.0,673236.9226108252
661000.0,654919.3285151696
659500.0,651384.7665517553
659250.0,681625.3125000224
659475.0,664208.8969931233
660725.0,654726.5286090521
663225.0,721837.4344647237
663475.0,662278.4640046466
663250.0,655825.9544130104
661750.0,653722.8113725214
661750.0,685312.5124261758
665475.0,705169.3496948263
668200.0,669261.7337222988
670700.0,666207.838166727
671950.0,662180.6182032316
673200.0,728432.1333702704
675713.0,668664.2404759203
680938.0,668985.7510704575
686188.0,677672.6074341473
690713.0,695459.3991152392
695475.0,679981.5750040463
697750.0,725314.2318350661
699000.0,690296.0310424208
704250.0,701636.2896870449
709475.0,701518.7328823763
714475.0,709371.4096275794
719225.0,737597.362182263
720725.0,716429.9364839257
722000.0,713262.4651668647
722250.0,705454.7538733144
722500.0,713464.4700164711
720249.0,718420.0753448174
717724.0,739448.2613341057
717474.0,710921.848924588
717224.0,703900.582552138
717975.0,708891.8410707877
718861.0,705085.2554101883
718861.0,742312.6265698548
719086.0,701894.3110263819
720561.0,730621.1789362851
720950.0,713585.9758511322
721200.0,712090.9564281481
722225.0,720845.4976604962
720750.0,743309.0880569872
720975.0,728471.9799731154
720950.0,724420.6335860635
718700.0,710442.7231583274
715200.0,721672.4559458382
711725.0,722987.5799257787
710475.0,714686.3703661205
709225.0,702385.3498737869
710475.0,701644.6453735969
712225.0,716020.5125644009
711000.0,709400.5550954879
713500.0,721552.6477236518
713500.0,724192.754036349
712719.0,704584.2133909127
713969.0,819351.9181133853
716219.0,712068.4240417272
719969.0,755236.0397242496
718475.0,719078.2837114467
714700.0,749027.9921902594
707425.0,706307.3616028829
705925.0,725899.149507876
709450.0,706895.6906361739
714475.0,708440.3456992572
720750.0,708378.0788377114
726000.0,754073.6261503708
733500.0,725321.7081410852
735875.0,748493.3900710276
735875.0,731760.8893833993
729625.0,718567.4516852716
717125.0,742174.999260444
707250.0,722429.0256551575
695998.0,685081.0532660628
698473.0,684829.0679709159
703698.0,708488.1607456738
713448.0,700297.8873559678
727175.0,749294.298261745
732448.0,742116.0035234507
739948.0,732632.3983463674
744948.0,740850.1960245958
748723.0,733206.8908544683
753475.0,818193.4440321272
760750.0,770331.1932030405
769750.0,754977.1424309346
778488.0,775782.4454198992
784488.0,898305.8761158144
784737.0,782589.5561271622
783487.0,765045.4328521003
778500.0,778383.0520195715
771000.0,847014.2990847866
763500.0,773895.2116466766
755975.0,784347.5956352727
752200.0,758950.9850211157
752200.0,740881.9489966757
754263.0,748984.7761377883
754038.0,746159.8379319787
753813.0,737219.9105899147
751562.0,740399.5638886993
749500.0,738600.1136409583
750196.0,742189.1218296495
750421.0,738823.1102012265
750172.0,753755.3190761751
748909.0,780989.6818838385
748213.0,753733.4018756016
748213.0,747156.6325642429
748213.0,772066.1048049829
749225.0,736711.7048078892
751725.0,757121.0934336489
758000.0,748230.3954262218
765500.0,759297.2408975367
767000.0,769643.7765655983
764725.0,749397.2733694323
760725.0,804020.4608839637
757200.0,753967.3524183544
758200.0,788502.2669569121
762975.0,796831.4830660506
766975.0,812806.1299006171
769500.0,766500.7514197298
773500.0,774532.0582562601
775000.0,767585.5391611762
779362.0,797902.2751564368
782975.0,773460.907945509
788725.0,783671.9640482374
794725.0,790499.1346779758
796363.0,777878.7695233626
798750.0,790494.3041394277
799000.0,825234.6043674283
799000.0,787333.1216004408
799000.0,823304.079913548
799000.0,781227.4237528665
799000.0,785021.9556823468
799000.0,790155.7144271986
799000.0,789887.0132026419
799225.0,791823.8159962456
803225.0,825868.5433339813
803475.0,825716.1658246794
803700.0,820989.0700780507
803700.0,795475.365238874
799925.0,810900.2454648206
799675.0,790645.1419060021
799675.0,783640.4602830032
799675.0,795991.9292447955
804688.0,824706.5900754888
805688.0,795814.8975500051
805688.0,795947.7063480646
805713.0,833389.738992082
800725.0,791734.9327064195
799950.0,792908.9522389638
799950.0,824559.1059345137
799925.0,795299.4726530473
799925.0,813288.7444606184
804700.0,785530.5320720981
810975.0,799026.2210160734
814750.0,858783.8116300437
814725.0,811416.6779080982
809975.0,800918.2764647866
812350.0,803737.855446805
808600.0,840916.5563985216
808625.0,804111.3838932718
812375.0,813180.7268112687
811000.0,828782.7521364623
823475.0,811522.367235603
825975.0,902550.767986346
824725.0,829377.8084897305
822475.0,830093.4075195809
817250.0,807193.6322432479
827000.0,815294.1961476672
836750.0,880045.6713018281
844250.0,834440.2465922874
852625.0,869098.9549776912
859125.0,866154.6715096757
864925.0,871892.7977936835
869925.0,878717.9336927335
876775.0,890300.8846444662
883000.0,900857.1145994101
889700.0,968327.1370097096
897175.0,886934.8812771824
899450.0,876141.7339569919
899225.0,950671.8842547518
899456.0,910085.7379777537
899481.0,886157.6091386006
904706.0,891306.7973879133
912206.0,918303.0828845977
922200.0,999873.444894987
930313.0,922004.5367419965
931588.0,1010307.8862844032
928088.0,922593.584803108
918088.0,924471.0692489836
909725.0,899991.6739115912
903225.0,885121.2556659002
899225.0,887254.7215441271
898000.0,900150.569289824
895500.0,882388.5173488137
891863.0,876709.8497158682
886863.0,879837.2980128946
882863.0,885629.6598705546
879363.0,867799.7864834095
877000.0,850527.4279491112
877000.0,874236.1664212088
876000.0,864465.2300139285
877000.0,865911.1212930434
877000.0,883533.8096184221
876000.0,883531.5772234369
876000.0,866164.7894730694
875000.0,868217.072205563
875000.0,872728.565388351
875000.0,882620.1105003485
875000.0,866190.2836553663
877500.0,882060.2662560683
880000.0,869559.7411376649
883750.0,885281.8804874349
887475.0,878424.3074002404
890872.0,885528.7639941797
894372.0,882996.3742092515
896622.0,887659.5911187718
898897.0,883530.2690993353
899000.0,925971.457607416
899250.0,878761.3502751285
905750.0,900998.5092125799
912000.0,891209.1306568258
918500.0,904858.148006113
924750.0,935387.4607018006
924750.0,913513.1704366159
447975.0,467212.7925379216
447975.0,465923.5971763935
448725.0,441155.75475852465
451000.0,461739.953166002
453725.0,451229.2164269551
457450.0,449051.74999680807
